trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
3++平日+1,7:40:00,7:40:00,1_0,1,,0,1,1
3++平日+1,7:43:00,7:43:00,3_1,2,,0,0,1
3++平日+1,7:47:00,7:47:00,29_0,3,,0,0,1
3++平日+1,7:55:00,7:55:00,1_0,17,,1,0,1
3++平日+2,8:00:00,8:00:00,1_0,1,,0,1,1
3++平日+2,8:03:00,8:03:00,3_1,2,,0,0,1
3++平日+2,8:07:00,8:07:00,29_0,3,,0,0,1
3++平日+2,8:15:00,8:15:00,1_0,17,,1,0,1
3++平日+3,8:26:00,8:26:00,1_0,1,,0,1,1
3++平日+3,8:29:00,8:29:00,3_1,2,,0,0,1
3++平日+3,8:34:00,8:34:00,29_0,3,,0,0,1
3++平日+3,8:35:00,8:35:00,3_2,4,,0,0,1
3++平日+3,8:37:00,8:37:00,30_1,5,,0,0,1
3++平日+3,8:38:00,8:38:00,31_1,6,,0,0,1
3++平日+3,8:39:00,8:39:00,32_1,7,,0,0,1
3++平日+3,8:42:00,8:42:00,34_0,8,,0,0,1
3++平日+3,8:44:00,8:44:00,35_0,9,,0,0,1
3++平日+3,8:45:00,8:45:00,36_0,10,,0,0,1
3++平日+3,8:47:00,8:47:00,32_2,11,,0,0,1
3++平日+3,8:48:00,8:48:00,31_2,12,,0,0,1
3++平日+3,8:50:00,8:50:00,30_2,13,,0,0,1
3++平日+3,9:01:00,9:01:00,1_0,17,,1,0,1
3++平日+4,9:35:00,9:35:00,1_0,1,,0,1,1
3++平日+4,9:38:00,9:38:00,3_1,2,,0,0,1
3++平日+4,9:43:00,9:43:00,29_0,3,,0,0,1
3++平日+4,9:44:00,9:44:00,3_2,4,,0,0,1
3++平日+4,9:46:00,9:46:00,30_1,5,,0,0,1
3++平日+4,9:47:00,9:47:00,31_1,6,,0,0,1
3++平日+4,9:48:00,9:48:00,32_1,7,,0,0,1
3++平日+4,9:51:00,9:51:00,34_0,8,,0,0,1
3++平日+4,9:53:00,9:53:00,35_0,9,,0,0,1
3++平日+4,9:54:00,9:54:00,36_0,10,,0,0,1
3++平日+4,9:56:00,9:56:00,32_2,11,,0,0,1
3++平日+4,9:57:00,9:57:00,31_2,12,,0,0,1
3++平日+4,9:59:00,9:59:00,30_2,13,,0,0,1
3++平日+4,10:10:00,10:10:00,1_0,17,,1,0,1
3++平日+5,10:22:00,10:22:00,1_0,1,,0,1,1
3++平日+5,10:25:00,10:25:00,3_1,2,,0,0,1
3++平日+5,10:30:00,10:30:00,29_0,3,,0,0,1
3++平日+5,10:31:00,10:31:00,3_2,4,,0,0,1
3++平日+5,10:33:00,10:33:00,30_1,5,,0,0,1
3++平日+5,10:34:00,10:34:00,31_1,6,,0,0,1
3++平日+5,10:35:00,10:35:00,32_1,7,,0,0,1
3++平日+5,10:38:00,10:38:00,34_0,8,,0,0,1
3++平日+5,10:40:00,10:40:00,35_0,9,,0,0,1
3++平日+5,10:41:00,10:41:00,36_0,10,,0,0,1
3++平日+5,10:43:00,10:43:00,32_2,11,,0,0,1
3++平日+5,10:44:00,10:44:00,31_2,12,,0,0,1
3++平日+5,10:46:00,10:46:00,30_2,13,,0,0,1
3++平日+5,10:57:00,10:57:00,1_0,17,,1,0,1
3++平日+6,12:35:00,12:35:00,1_0,1,,0,1,1
3++平日+6,12:38:00,12:38:00,3_1,2,,0,0,1
3++平日+6,12:43:00,12:43:00,29_0,3,,0,0,1
3++平日+6,12:44:00,12:44:00,3_2,4,,0,0,1
3++平日+6,12:46:00,12:46:00,30_1,5,,0,0,1
3++平日+6,12:47:00,12:47:00,31_1,6,,0,0,1
3++平日+6,12:48:00,12:48:00,32_1,7,,0,0,1
3++平日+6,12:51:00,12:51:00,34_0,8,,0,0,1
3++平日+6,12:53:00,12:53:00,35_0,9,,0,0,1
3++平日+6,12:54:00,12:54:00,36_0,10,,0,0,1
3++平日+6,12:56:00,12:56:00,32_2,11,,0,0,1
3++平日+6,12:57:00,12:57:00,31_2,12,,0,0,1
3++平日+6,12:59:00,12:59:00,30_2,13,,0,0,1
3++平日+6,13:10:00,13:10:00,1_0,17,,1,0,1
3++平日+7,13:25:00,13:25:00,1_0,1,,0,1,1
3++平日+7,13:28:00,13:28:00,3_1,2,,0,0,1
3++平日+7,13:33:00,13:33:00,29_0,3,,0,0,1
3++平日+7,13:34:00,13:34:00,3_2,4,,0,0,1
3++平日+7,13:36:00,13:36:00,30_1,5,,0,0,1
3++平日+7,13:37:00,13:37:00,31_1,6,,0,0,1
3++平日+7,13:38:00,13:38:00,32_1,7,,0,0,1
3++平日+7,13:41:00,13:41:00,34_0,8,,0,0,1
3++平日+7,13:43:00,13:43:00,35_0,9,,0,0,1
3++平日+7,13:44:00,13:44:00,36_0,10,,0,0,1
3++平日+7,13:46:00,13:46:00,32_2,11,,0,0,1
3++平日+7,13:47:00,13:47:00,31_2,12,,0,0,1
3++平日+7,13:49:00,13:49:00,30_2,13,,0,0,1
3++平日+7,14:00:00,14:00:00,1_0,17,,1,0,1
3++平日+8,14:25:00,14:25:00,1_0,1,,0,1,1
3++平日+8,14:28:00,14:28:00,3_1,2,,0,0,1
3++平日+8,14:33:00,14:33:00,29_0,3,,0,0,1
3++平日+8,14:34:00,14:34:00,3_2,4,,0,0,1
3++平日+8,14:36:00,14:36:00,30_1,5,,0,0,1
3++平日+8,14:37:00,14:37:00,31_1,6,,0,0,1
3++平日+8,14:38:00,14:38:00,32_1,7,,0,0,1
3++平日+8,14:41:00,14:41:00,34_0,8,,0,0,1
3++平日+8,14:43:00,14:43:00,35_0,9,,0,0,1
3++平日+8,14:44:00,14:44:00,36_0,10,,0,0,1
3++平日+8,14:46:00,14:46:00,32_2,11,,0,0,1
3++平日+8,14:47:00,14:47:00,31_2,12,,0,0,1
3++平日+8,14:49:00,14:49:00,30_2,13,,0,0,1
3++平日+8,15:00:00,15:00:00,1_0,17,,1,0,1
3++平日+9,15:25:00,15:25:00,1_0,1,,0,1,1
3++平日+9,15:28:00,15:28:00,3_1,2,,0,0,1
3++平日+9,15:33:00,15:33:00,29_0,3,,0,0,1
3++平日+9,15:34:00,15:34:00,3_2,4,,0,0,1
3++平日+9,15:36:00,15:36:00,30_1,5,,0,0,1
3++平日+9,15:37:00,15:37:00,31_1,6,,0,0,1
3++平日+9,15:38:00,15:38:00,32_1,7,,0,0,1
3++平日+9,15:41:00,15:41:00,34_0,8,,0,0,1
3++平日+9,15:43:00,15:43:00,35_0,9,,0,0,1
3++平日+9,15:44:00,15:44:00,36_0,10,,0,0,1
3++平日+9,15:46:00,15:46:00,32_2,11,,0,0,1
3++平日+9,15:47:00,15:47:00,31_2,12,,0,0,1
3++平日+9,15:48:00,15:48:00,30_2,13,,0,0,1
3++平日+9,15:50:00,15:50:00,3_1,14,,0,0,1
3++平日+9,15:56:00,15:56:00,29_0,15,,0,0,1
3++平日+9,15:57:00,15:57:00,3_2,16,,0,0,1
3++平日+9,16:07:00,16:07:00,1_0,17,,1,0,1
3++平日+10,16:20:00,16:20:00,1_0,1,,0,1,1
3++平日+10,16:23:00,16:23:00,3_1,2,,0,0,1
3++平日+10,16:28:00,16:28:00,29_0,3,,0,0,1
3++平日+10,16:29:00,16:29:00,3_2,4,,0,0,1
3++平日+10,16:31:00,16:31:00,30_1,5,,0,0,1
3++平日+10,16:32:00,16:32:00,31_1,6,,0,0,1
3++平日+10,16:33:00,16:33:00,32_1,7,,0,0,1
3++平日+10,16:36:00,16:36:00,34_0,8,,0,0,1
3++平日+10,16:38:00,16:38:00,35_0,9,,0,0,1
3++平日+10,16:39:00,16:39:00,36_0,10,,0,0,1
3++平日+10,16:41:00,16:41:00,32_2,11,,0,0,1
3++平日+10,16:42:00,16:42:00,31_2,12,,0,0,1
3++平日+10,16:43:00,16:43:00,30_2,13,,0,0,1
3++平日+10,16:45:00,16:45:00,3_1,14,,0,0,1
3++平日+10,16:51:00,16:51:00,29_0,15,,0,0,1
3++平日+10,16:52:00,16:52:00,3_2,16,,0,0,1
3++平日+10,17:02:00,17:02:00,1_0,17,,1,0,1
3++平日+11,17:08:00,17:08:00,1_0,1,,0,1,1
3++平日+11,17:11:00,17:11:00,3_1,2,,0,0,1
3++平日+11,17:16:00,17:16:00,29_0,3,,0,0,1
3++平日+11,17:17:00,17:17:00,3_2,4,,0,0,1
3++平日+11,17:19:00,17:19:00,30_1,5,,0,0,1
3++平日+11,17:20:00,17:20:00,31_1,6,,0,0,1
3++平日+11,17:21:00,17:21:00,32_1,7,,0,0,1
3++平日+11,17:24:00,17:24:00,34_0,8,,0,0,1
3++平日+11,17:26:00,17:26:00,35_0,9,,0,0,1
3++平日+11,17:27:00,17:27:00,36_0,10,,0,0,1
3++平日+11,17:29:00,17:29:00,32_2,11,,0,0,1
3++平日+11,17:30:00,17:30:00,31_2,12,,0,0,1
3++平日+11,17:31:00,17:31:00,30_2,13,,0,0,1
3++平日+11,17:33:00,17:33:00,3_1,14,,0,0,1
3++平日+11,17:39:00,17:39:00,29_0,15,,0,0,1
3++平日+11,17:40:00,17:40:00,3_2,16,,0,0,1
3++平日+11,17:50:00,17:50:00,1_0,17,,1,0,1
3++土休日+1,9:45:00,9:45:00,1_0,1,,0,1,1
3++土休日+1,9:48:00,9:48:00,3_1,2,,0,0,1
3++土休日+1,9:53:00,9:53:00,29_0,3,,0,0,1
3++土休日+1,9:54:00,9:54:00,3_2,4,,0,0,1
3++土休日+1,9:56:00,9:56:00,30_1,5,,0,0,1
3++土休日+1,9:57:00,9:57:00,31_1,6,,0,0,1
3++土休日+1,9:58:00,9:58:00,32_1,7,,0,0,1
3++土休日+1,10:01:00,10:01:00,34_0,8,,0,0,1
3++土休日+1,10:03:00,10:03:00,35_0,9,,0,0,1
3++土休日+1,10:04:00,10:04:00,36_0,10,,0,0,1
3++土休日+1,10:06:00,10:06:00,32_2,11,,0,0,1
3++土休日+1,10:07:00,10:07:00,31_2,12,,0,0,1
3++土休日+1,10:09:00,10:09:00,30_2,13,,0,0,1
3++土休日+1,10:20:00,10:20:00,1_0,17,,1,0,1
3++土休日+2,10:25:00,10:25:00,1_0,1,,0,1,1
3++土休日+2,10:28:00,10:28:00,3_1,2,,0,0,1
3++土休日+2,10:33:00,10:33:00,29_0,3,,0,0,1
3++土休日+2,10:34:00,10:34:00,3_2,4,,0,0,1
3++土休日+2,10:36:00,10:36:00,30_1,5,,0,0,1
3++土休日+2,10:37:00,10:37:00,31_1,6,,0,0,1
3++土休日+2,10:38:00,10:38:00,32_1,7,,0,0,1
3++土休日+2,10:41:00,10:41:00,34_0,8,,0,0,1
3++土休日+2,10:43:00,10:43:00,35_0,9,,0,0,1
3++土休日+2,10:44:00,10:44:00,36_0,10,,0,0,1
3++土休日+2,10:46:00,10:46:00,32_2,11,,0,0,1
3++土休日+2,10:47:00,10:47:00,31_2,12,,0,0,1
3++土休日+2,10:49:00,10:49:00,30_2,13,,0,0,1
3++土休日+2,11:00:00,11:00:00,1_0,17,,1,0,1
3++土休日+3,11:35:00,11:35:00,1_0,1,,0,1,1
3++土休日+3,11:38:00,11:38:00,3_1,2,,0,0,1
3++土休日+3,11:43:00,11:43:00,29_0,3,,0,0,1
3++土休日+3,11:44:00,11:44:00,3_2,4,,0,0,1
3++土休日+3,11:46:00,11:46:00,30_1,5,,0,0,1
3++土休日+3,11:47:00,11:47:00,31_1,6,,0,0,1
3++土休日+3,11:48:00,11:48:00,32_1,7,,0,0,1
3++土休日+3,11:51:00,11:51:00,34_0,8,,0,0,1
3++土休日+3,11:53:00,11:53:00,35_0,9,,0,0,1
3++土休日+3,11:54:00,11:54:00,36_0,10,,0,0,1
3++土休日+3,11:56:00,11:56:00,32_2,11,,0,0,1
3++土休日+3,11:57:00,11:57:00,31_2,12,,0,0,1
3++土休日+3,11:59:00,11:59:00,30_2,13,,0,0,1
3++土休日+3,12:10:00,12:10:00,1_0,17,,1,0,1
3++土休日+4,12:25:00,12:25:00,1_0,1,,0,1,1
3++土休日+4,12:28:00,12:28:00,3_1,2,,0,0,1
3++土休日+4,12:33:00,12:33:00,29_0,3,,0,0,1
3++土休日+4,12:34:00,12:34:00,3_2,4,,0,0,1
3++土休日+4,12:36:00,12:36:00,30_1,5,,0,0,1
3++土休日+4,12:37:00,12:37:00,31_1,6,,0,0,1
3++土休日+4,12:38:00,12:38:00,32_1,7,,0,0,1
3++土休日+4,12:41:00,12:41:00,34_0,8,,0,0,1
3++土休日+4,12:43:00,12:43:00,35_0,9,,0,0,1
3++土休日+4,12:44:00,12:44:00,36_0,10,,0,0,1
3++土休日+4,12:46:00,12:46:00,32_2,11,,0,0,1
3++土休日+4,12:47:00,12:47:00,31_2,12,,0,0,1
3++土休日+4,12:49:00,12:49:00,30_2,13,,0,0,1
3++土休日+4,13:00:00,13:00:00,1_0,17,,1,0,1
3++土休日+5,13:20:00,13:20:00,1_0,1,,0,1,1
3++土休日+5,13:23:00,13:23:00,3_1,2,,0,0,1
3++土休日+5,13:28:00,13:28:00,29_0,3,,0,0,1
3++土休日+5,13:29:00,13:29:00,3_2,4,,0,0,1
3++土休日+5,13:31:00,13:31:00,30_1,5,,0,0,1
3++土休日+5,13:32:00,13:32:00,31_1,6,,0,0,1
3++土休日+5,13:33:00,13:33:00,32_1,7,,0,0,1
3++土休日+5,13:36:00,13:36:00,34_0,8,,0,0,1
3++土休日+5,13:38:00,13:38:00,35_0,9,,0,0,1
3++土休日+5,13:39:00,13:39:00,36_0,10,,0,0,1
3++土休日+5,13:41:00,13:41:00,32_2,11,,0,0,1
3++土休日+5,13:42:00,13:42:00,31_2,12,,0,0,1
3++土休日+5,13:44:00,13:44:00,30_2,13,,0,0,1
3++土休日+5,13:55:00,13:55:00,1_0,17,,1,0,1
3++土休日+6,14:00:00,14:00:00,1_0,1,,0,1,1
3++土休日+6,14:03:00,14:03:00,3_1,2,,0,0,1
3++土休日+6,14:08:00,14:08:00,29_0,3,,0,0,1
3++土休日+6,14:09:00,14:09:00,3_2,4,,0,0,1
3++土休日+6,14:11:00,14:11:00,30_1,5,,0,0,1
3++土休日+6,14:12:00,14:12:00,31_1,6,,0,0,1
3++土休日+6,14:13:00,14:13:00,32_1,7,,0,0,1
3++土休日+6,14:16:00,14:16:00,34_0,8,,0,0,1
3++土休日+6,14:18:00,14:18:00,35_0,9,,0,0,1
3++土休日+6,14:19:00,14:19:00,36_0,10,,0,0,1
3++土休日+6,14:21:00,14:21:00,32_2,11,,0,0,1
3++土休日+6,14:22:00,14:22:00,31_2,12,,0,0,1
3++土休日+6,14:24:00,14:24:00,30_2,13,,0,0,1
3++土休日+6,14:35:00,14:35:00,1_0,17,,1,0,1
3++土休日+7,15:20:00,15:20:00,1_0,1,,0,1,1
3++土休日+7,15:23:00,15:23:00,3_1,2,,0,0,1
3++土休日+7,15:28:00,15:28:00,29_0,3,,0,0,1
3++土休日+7,15:29:00,15:29:00,3_2,4,,0,0,1
3++土休日+7,15:31:00,15:31:00,30_1,5,,0,0,1
3++土休日+7,15:32:00,15:32:00,31_1,6,,0,0,1
3++土休日+7,15:33:00,15:33:00,32_1,7,,0,0,1
3++土休日+7,15:36:00,15:36:00,34_0,8,,0,0,1
3++土休日+7,15:38:00,15:38:00,35_0,9,,0,0,1
3++土休日+7,15:39:00,15:39:00,36_0,10,,0,0,1
3++土休日+7,15:41:00,15:41:00,32_2,11,,0,0,1
3++土休日+7,15:42:00,15:42:00,31_2,12,,0,0,1
3++土休日+7,15:44:00,15:44:00,30_2,13,,0,0,1
3++土休日+7,15:55:00,15:55:00,1_0,17,,1,0,1
3++土休日+8,16:05:00,16:05:00,1_0,1,,0,1,1
3++土休日+8,16:08:00,16:08:00,3_1,2,,0,0,1
3++土休日+8,16:13:00,16:13:00,29_0,3,,0,0,1
3++土休日+8,16:14:00,16:14:00,3_2,4,,0,0,1
3++土休日+8,16:16:00,16:16:00,30_1,5,,0,0,1
3++土休日+8,16:17:00,16:17:00,31_1,6,,0,0,1
3++土休日+8,16:18:00,16:18:00,32_1,7,,0,0,1
3++土休日+8,16:21:00,16:21:00,34_0,8,,0,0,1
3++土休日+8,16:23:00,16:23:00,35_0,9,,0,0,1
3++土休日+8,16:24:00,16:24:00,36_0,10,,0,0,1
3++土休日+8,16:26:00,16:26:00,32_2,11,,0,0,1
3++土休日+8,16:27:00,16:27:00,31_2,12,,0,0,1
3++土休日+8,16:29:00,16:29:00,30_2,13,,0,0,1
3++土休日+8,16:40:00,16:40:00,1_0,17,,1,0,1
2++平日+14,16:16:00,16:16:00,2_0,1,,0,1,1
2++平日+14,16:18:00,16:18:00,27_2,2,,0,0,1
2++平日+14,16:20:00,16:20:00,26_2,3,,0,0,1
2++平日+14,16:21:00,16:21:00,25_2,4,,0,0,1
2++平日+14,16:22:00,16:22:00,24_2,5,,0,0,1
2++平日+14,16:25:00,16:25:00,23_2,6,,0,0,1
2++平日+14,16:26:00,16:26:00,22_2,7,,0,0,1
2++平日+14,16:28:00,16:28:00,16_2,8,,0,0,1
2++平日+14,16:30:00,16:30:00,17_2,9,,0,0,1
2++平日+14,16:35:00,16:35:00,27_1,10,,0,0,1
2++平日+14,16:41:00,16:41:00,2_0,11,,1,0,1
2++平日+15,16:47:00,16:47:00,2_0,1,,0,1,1
2++平日+15,16:49:00,16:49:00,27_2,2,,0,0,1
2++平日+15,16:51:00,16:51:00,26_2,3,,0,0,1
2++平日+15,16:52:00,16:52:00,25_2,4,,0,0,1
2++平日+15,16:53:00,16:53:00,24_2,5,,0,0,1
2++平日+15,16:56:00,16:56:00,23_2,6,,0,0,1
2++平日+15,16:57:00,16:57:00,22_2,7,,0,0,1
2++平日+15,16:59:00,16:59:00,16_2,8,,0,0,1
2++平日+15,17:01:00,17:01:00,17_2,9,,0,0,1
2++平日+15,17:06:00,17:06:00,27_1,10,,0,0,1
2++平日+15,17:12:00,17:12:00,2_0,11,,1,0,1
2++平日+16,17:25:00,17:25:00,2_0,1,,0,1,1
2++平日+16,17:27:00,17:27:00,27_2,2,,0,0,1
2++平日+16,17:29:00,17:29:00,26_2,3,,0,0,1
2++平日+16,17:30:00,17:30:00,25_2,4,,0,0,1
2++平日+16,17:31:00,17:31:00,24_2,5,,0,0,1
2++平日+16,17:34:00,17:34:00,23_2,6,,0,0,1
2++平日+16,17:35:00,17:35:00,22_2,7,,0,0,1
2++平日+16,17:37:00,17:37:00,16_2,8,,0,0,1
2++平日+16,17:39:00,17:39:00,17_2,9,,0,0,1
2++平日+16,17:44:00,17:44:00,27_1,10,,0,0,1
2++平日+16,17:50:00,17:50:00,2_0,11,,1,0,1
2++平日+17,18:05:00,18:05:00,2_0,1,,0,1,1
2++平日+17,18:07:00,18:07:00,27_2,2,,0,0,1
2++平日+17,18:09:00,18:09:00,26_2,3,,0,0,1
2++平日+17,18:10:00,18:10:00,25_2,4,,0,0,1
2++平日+17,18:11:00,18:11:00,24_2,5,,0,0,1
2++平日+17,18:14:00,18:14:00,23_2,6,,0,0,1
2++平日+17,18:15:00,18:15:00,22_2,7,,0,0,1
2++平日+17,18:17:00,18:17:00,16_2,8,,0,0,1
2++平日+17,18:19:00,18:19:00,17_2,9,,0,0,1
2++平日+17,18:24:00,18:24:00,27_1,10,,0,0,1
2++平日+17,18:30:00,18:30:00,2_0,11,,1,0,1
2++土休日+13,16:15:00,16:15:00,2_0,1,,0,1,1
2++土休日+13,16:17:00,16:17:00,27_2,2,,0,0,1
2++土休日+13,16:19:00,16:19:00,26_2,3,,0,0,1
2++土休日+13,16:20:00,16:20:00,25_2,4,,0,0,1
2++土休日+13,16:21:00,16:21:00,24_2,5,,0,0,1
2++土休日+13,16:24:00,16:24:00,23_2,6,,0,0,1
2++土休日+13,16:25:00,16:25:00,22_2,7,,0,0,1
2++土休日+13,16:27:00,16:27:00,16_2,8,,0,0,1
2++土休日+13,16:29:00,16:29:00,17_2,9,,0,0,1
2++土休日+13,16:34:00,16:34:00,27_1,10,,0,0,1
2++土休日+13,16:40:00,16:40:00,2_0,11,,1,0,1
2++土休日+14,16:47:00,16:47:00,2_0,1,,0,1,1
2++土休日+14,16:49:00,16:49:00,27_2,2,,0,0,1
2++土休日+14,16:51:00,16:51:00,26_2,3,,0,0,1
2++土休日+14,16:52:00,16:52:00,25_2,4,,0,0,1
2++土休日+14,16:53:00,16:53:00,24_2,5,,0,0,1
2++土休日+14,16:56:00,16:56:00,23_2,6,,0,0,1
2++土休日+14,16:57:00,16:57:00,22_2,7,,0,0,1
2++土休日+14,16:59:00,16:59:00,16_2,8,,0,0,1
2++土休日+14,17:01:00,17:01:00,17_2,9,,0,0,1
2++土休日+14,17:06:00,17:06:00,27_1,10,,0,0,1
2++土休日+14,17:12:00,17:12:00,2_0,11,,1,0,1
2++土休日+15,17:18:00,17:18:00,2_0,1,,0,1,1
2++土休日+15,17:20:00,17:20:00,27_2,2,,0,0,1
2++土休日+15,17:22:00,17:22:00,26_2,3,,0,0,1
2++土休日+15,17:23:00,17:23:00,25_2,4,,0,0,1
2++土休日+15,17:24:00,17:24:00,24_2,5,,0,0,1
2++土休日+15,17:27:00,17:27:00,23_2,6,,0,0,1
2++土休日+15,17:28:00,17:28:00,22_2,7,,0,0,1
2++土休日+15,17:30:00,17:30:00,16_2,8,,0,0,1
2++土休日+15,17:32:00,17:32:00,17_2,9,,0,0,1
2++土休日+15,17:37:00,17:37:00,27_1,10,,0,0,1
2++土休日+15,17:43:00,17:43:00,2_0,11,,1,0,1
2++土休日+16,17:48:00,17:48:00,2_0,1,,0,1,1
2++土休日+16,17:50:00,17:50:00,27_2,2,,0,0,1
2++土休日+16,17:52:00,17:52:00,26_2,3,,0,0,1
2++土休日+16,17:53:00,17:53:00,25_2,4,,0,0,1
2++土休日+16,17:54:00,17:54:00,24_2,5,,0,0,1
2++土休日+16,17:57:00,17:57:00,23_2,6,,0,0,1
2++土休日+16,17:58:00,17:58:00,22_2,7,,0,0,1
2++土休日+16,18:00:00,18:00:00,16_2,8,,0,0,1
2++土休日+16,18:02:00,18:02:00,17_2,9,,0,0,1
2++土休日+16,18:07:00,18:07:00,27_1,10,,0,0,1
2++土休日+16,18:13:00,18:13:00,2_0,11,,1,0,1
2++平日+1,8:03:00,8:03:00,2_0,1,,0,1,1
2++平日+1,8:05:00,8:05:00,27_2,3,,0,0,1
2++平日+1,8:11:00,8:11:00,17_1,4,,0,0,1
2++平日+1,8:12:00,8:12:00,16_1,5,,0,0,1
2++平日+1,8:13:00,8:13:00,22_1,6,,0,0,1
2++平日+1,8:14:00,8:14:00,23_1,7,,0,0,1
2++平日+1,8:17:00,8:17:00,24_1,8,,0,0,1
2++平日+1,8:18:00,8:18:00,25_1,9,,0,0,1
2++平日+1,8:19:00,8:19:00,26_1,10,,0,0,1
2++平日+1,8:21:00,8:21:00,27_1,11,,0,0,1
2++平日+1,8:32:00,8:32:00,2_0,13,,1,0,1
2++平日+2,8:40:00,8:40:00,2_0,1,,0,1,1
2++平日+2,8:42:00,8:42:00,27_2,3,,0,0,1
2++平日+2,8:48:00,8:48:00,17_1,4,,0,0,1
2++平日+2,8:49:00,8:49:00,16_1,5,,0,0,1
2++平日+2,8:50:00,8:50:00,22_1,6,,0,0,1
2++平日+2,8:51:00,8:51:00,23_1,7,,0,0,1
2++平日+2,8:54:00,8:54:00,24_1,8,,0,0,1
2++平日+2,8:55:00,8:55:00,25_1,9,,0,0,1
2++平日+2,8:56:00,8:56:00,26_1,10,,0,0,1
2++平日+2,8:58:00,8:58:00,27_1,11,,0,0,1
2++平日+2,9:09:00,9:09:00,2_0,13,,1,0,1
2++平日+3,9:13:00,9:13:00,2_0,1,,0,1,1
2++平日+3,9:15:00,9:15:00,27_2,3,,0,0,1
2++平日+3,9:21:00,9:21:00,17_1,4,,0,0,1
2++平日+3,9:22:00,9:22:00,16_1,5,,0,0,1
2++平日+3,9:23:00,9:23:00,22_1,6,,0,0,1
2++平日+3,9:24:00,9:24:00,23_1,7,,0,0,1
2++平日+3,9:27:00,9:27:00,24_1,8,,0,0,1
2++平日+3,9:28:00,9:28:00,25_1,9,,0,0,1
2++平日+3,9:29:00,9:29:00,26_1,10,,0,0,1
2++平日+3,9:31:00,9:31:00,27_1,11,,0,0,1
2++平日+3,9:42:00,9:42:00,2_0,13,,1,0,1
2++平日+4,9:52:00,9:52:00,2_0,1,,0,1,1
2++平日+4,9:54:00,9:54:00,27_2,3,,0,0,1
2++平日+4,10:00:00,10:00:00,17_1,4,,0,0,1
2++平日+4,10:01:00,10:01:00,16_1,5,,0,0,1
2++平日+4,10:02:00,10:02:00,22_1,6,,0,0,1
2++平日+4,10:03:00,10:03:00,23_1,7,,0,0,1
2++平日+4,10:06:00,10:06:00,24_1,8,,0,0,1
2++平日+4,10:07:00,10:07:00,25_1,9,,0,0,1
2++平日+4,10:08:00,10:08:00,26_1,10,,0,0,1
2++平日+4,10:10:00,10:10:00,27_1,11,,0,0,1
2++平日+4,10:21:00,10:21:00,2_0,13,,1,0,1
2++平日+5,10:30:00,10:30:00,2_0,1,,0,1,1
2++平日+5,10:31:00,10:31:00,28_0,2,,0,0,1
2++平日+5,10:33:00,10:33:00,27_2,3,,0,0,1
2++平日+5,10:39:00,10:39:00,17_1,4,,0,0,1
2++平日+5,10:40:00,10:40:00,16_1,5,,0,0,1
2++平日+5,10:41:00,10:41:00,22_1,6,,0,0,1
2++平日+5,10:42:00,10:42:00,23_1,7,,0,0,1
2++平日+5,10:45:00,10:45:00,24_1,8,,0,0,1
2++平日+5,10:46:00,10:46:00,25_1,9,,0,0,1
2++平日+5,10:47:00,10:47:00,26_1,10,,0,0,1
2++平日+5,10:49:00,10:49:00,27_1,11,,0,0,1
2++平日+5,10:50:00,10:50:00,28_0,12,,0,0,1
2++平日+5,11:01:00,11:01:00,2_0,13,,1,0,1
2++平日+6,11:08:00,11:08:00,2_0,1,,0,1,1
2++平日+6,11:09:00,11:09:00,28_0,2,,0,0,1
2++平日+6,11:11:00,11:11:00,27_2,3,,0,0,1
2++平日+6,11:17:00,11:17:00,17_1,4,,0,0,1
2++平日+6,11:18:00,11:18:00,16_1,5,,0,0,1
2++平日+6,11:19:00,11:19:00,22_1,6,,0,0,1
2++平日+6,11:20:00,11:20:00,23_1,7,,0,0,1
2++平日+6,11:23:00,11:23:00,24_1,8,,0,0,1
2++平日+6,11:24:00,11:24:00,25_1,9,,0,0,1
2++平日+6,11:25:00,11:25:00,26_1,10,,0,0,1
2++平日+6,11:27:00,11:27:00,27_1,11,,0,0,1
2++平日+6,11:28:00,11:28:00,28_0,12,,0,0,1
2++平日+6,11:39:00,11:39:00,2_0,13,,1,0,1
2++平日+7,11:45:00,11:45:00,2_0,1,,0,1,1
2++平日+7,11:46:00,11:46:00,28_0,2,,0,0,1
2++平日+7,11:48:00,11:48:00,27_2,3,,0,0,1
2++平日+7,11:54:00,11:54:00,17_1,4,,0,0,1
2++平日+7,11:55:00,11:55:00,16_1,5,,0,0,1
2++平日+7,11:56:00,11:56:00,22_1,6,,0,0,1
2++平日+7,11:57:00,11:57:00,23_1,7,,0,0,1
2++平日+7,12:00:00,12:00:00,24_1,8,,0,0,1
2++平日+7,12:01:00,12:01:00,25_1,9,,0,0,1
2++平日+7,12:02:00,12:02:00,26_1,10,,0,0,1
2++平日+7,12:04:00,12:04:00,27_1,11,,0,0,1
2++平日+7,12:05:00,12:05:00,28_0,12,,0,0,1
2++平日+7,12:16:00,12:16:00,2_0,13,,1,0,1
2++平日+8,12:26:00,12:26:00,2_0,1,,0,1,1
2++平日+8,12:27:00,12:27:00,28_0,2,,0,0,1
2++平日+8,12:29:00,12:29:00,27_2,3,,0,0,1
2++平日+8,12:35:00,12:35:00,17_1,4,,0,0,1
