trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
1++土休日+12,15:19:00,15:19:00,11_2,22,,0,0,1
1++土休日+12,15:20:00,15:20:00,10_2,23,,0,0,1
1++土休日+12,15:22:00,15:22:00,9_2,24,,0,0,1
1++土休日+12,15:24:00,15:24:00,8_2,25,,0,0,1
1++土休日+12,15:26:00,15:26:00,7_2,26,,0,0,1
1++土休日+12,15:27:00,15:27:00,6_2,27,,0,0,1
1++土休日+12,15:28:00,15:28:00,5_2,28,,0,0,1
1++土休日+12,15:34:00,15:34:00,21_2,29,,0,0,1
1++土休日+12,15:35:00,15:35:00,20_2,30,,0,0,1
1++土休日+12,15:36:00,15:36:00,4_2,31,,0,0,1
1++土休日+12,15:37:00,15:37:00,3_2,32,,0,0,1
1++土休日+12,15:45:00,15:45:00,1_0,33,,1,0,1
1++土休日+13,15:55:00,15:55:00,1_0,1,,0,1,1
1++土休日+13,15:58:00,15:58:00,3_1,2,,0,0,1
1++土休日+13,15:59:00,15:59:00,4_1,3,,0,0,1
1++土休日+13,16:00:00,16:00:00,20_1,4,,0,0,1
1++土休日+13,16:01:00,16:01:00,21_1,5,,0,0,1
1++土休日+13,16:07:00,16:07:00,5_1,6,,0,0,1
1++土休日+13,16:08:00,16:08:00,6_1,7,,0,0,1
1++土休日+13,16:09:00,16:09:00,7_1,8,,0,0,1
1++土休日+13,16:10:00,16:10:00,8_1,9,,0,0,1
1++土休日+13,16:11:00,16:11:00,9_1,10,,0,0,1
1++土休日+13,16:12:00,16:12:00,10_1,11,,0,0,1
1++土休日+13,16:13:00,16:13:00,11_1,12,,0,0,1
1++土休日+13,16:14:00,16:14:00,12_1,13,,0,0,1
1++土休日+13,16:17:00,16:17:00,13_0,14,,0,0,1
1++土休日+13,16:18:00,16:18:00,14_0,15,,0,0,1
1++土休日+13,16:19:00,16:19:00,15_0,16,,0,0,1
1++土休日+13,16:20:00,16:20:00,16_2,17,,0,0,1
1++土休日+13,16:21:00,16:21:00,17_2,18,,0,0,1
1++土休日+13,16:23:00,16:23:00,18_1,19,,0,0,1
1++土休日+13,16:24:00,16:24:00,19_1,20,,0,0,1
1++土休日+13,16:28:00,16:28:00,12_2,21,,0,0,1
1++土休日+13,16:29:00,16:29:00,11_2,22,,0,0,1
1++土休日+13,16:30:00,16:30:00,10_2,23,,0,0,1
1++土休日+13,16:32:00,16:32:00,9_2,24,,0,0,1
1++土休日+13,16:34:00,16:34:00,8_2,25,,0,0,1
1++土休日+13,16:36:00,16:36:00,7_2,26,,0,0,1
1++土休日+13,16:37:00,16:37:00,6_2,27,,0,0,1
1++土休日+13,16:38:00,16:38:00,5_2,28,,0,0,1
1++土休日+13,16:44:00,16:44:00,21_2,29,,0,0,1
1++土休日+13,16:45:00,16:45:00,20_2,30,,0,0,1
1++土休日+13,16:46:00,16:46:00,4_2,31,,0,0,1
1++土休日+13,16:47:00,16:47:00,3_2,32,,0,0,1
1++土休日+13,16:55:00,16:55:00,1_0,33,,1,0,1
1++土休日+14,16:53:00,16:53:00,1_0,1,,0,1,1
1++土休日+14,16:56:00,16:56:00,3_1,2,,0,0,1
1++土休日+14,16:57:00,16:57:00,4_1,3,,0,0,1
1++土休日+14,16:58:00,16:58:00,20_1,4,,0,0,1
1++土休日+14,16:59:00,16:59:00,21_1,5,,0,0,1
1++土休日+14,17:05:00,17:05:00,5_1,6,,0,0,1
1++土休日+14,17:06:00,17:06:00,6_1,7,,0,0,1
1++土休日+14,17:07:00,17:07:00,7_1,8,,0,0,1
1++土休日+14,17:08:00,17:08:00,8_1,9,,0,0,1
1++土休日+14,17:09:00,17:09:00,9_1,10,,0,0,1
1++土休日+14,17:10:00,17:10:00,10_1,11,,0,0,1
1++土休日+14,17:11:00,17:11:00,11_1,12,,0,0,1
1++土休日+14,17:12:00,17:12:00,12_1,13,,0,0,1
1++土休日+14,17:15:00,17:15:00,13_0,14,,0,0,1
1++土休日+14,17:16:00,17:16:00,14_0,15,,0,0,1
1++土休日+14,17:17:00,17:17:00,15_0,16,,0,0,1
1++土休日+14,17:18:00,17:18:00,16_2,17,,0,0,1
1++土休日+14,17:19:00,17:19:00,17_2,18,,0,0,1
1++土休日+14,17:21:00,17:21:00,18_1,19,,0,0,1
1++土休日+14,17:22:00,17:22:00,19_1,20,,0,0,1
1++土休日+14,17:26:00,17:26:00,12_2,21,,0,0,1
1++土休日+14,17:27:00,17:27:00,11_2,22,,0,0,1
1++土休日+14,17:28:00,17:28:00,10_2,23,,0,0,1
1++土休日+14,17:30:00,17:30:00,9_2,24,,0,0,1
1++土休日+14,17:32:00,17:32:00,8_2,25,,0,0,1
1++土休日+14,17:34:00,17:34:00,7_2,26,,0,0,1
1++土休日+14,17:35:00,17:35:00,6_2,27,,0,0,1
1++土休日+14,17:36:00,17:36:00,5_2,28,,0,0,1
1++土休日+14,17:42:00,17:42:00,21_2,29,,0,0,1
1++土休日+14,17:43:00,17:43:00,20_2,30,,0,0,1
1++土休日+14,17:44:00,17:44:00,4_2,31,,0,0,1
1++土休日+14,17:45:00,17:45:00,3_2,32,,0,0,1
1++土休日+14,17:53:00,17:53:00,1_0,33,,1,0,1
1++土休日+15,17:14:00,17:14:00,1_0,1,,0,1,1
1++土休日+15,17:17:00,17:17:00,3_1,2,,0,0,1
1++土休日+15,17:18:00,17:18:00,4_1,3,,0,0,1
1++土休日+15,17:19:00,17:19:00,20_1,4,,0,0,1
1++土休日+15,17:20:00,17:20:00,21_1,5,,0,0,1
1++土休日+15,17:26:00,17:26:00,5_1,6,,0,0,1
1++土休日+15,17:27:00,17:27:00,6_1,7,,0,0,1
1++土休日+15,17:28:00,17:28:00,7_1,8,,0,0,1
1++土休日+15,17:29:00,17:29:00,8_1,9,,0,0,1
1++土休日+15,17:30:00,17:30:00,9_1,10,,0,0,1
1++土休日+15,17:31:00,17:31:00,10_1,11,,0,0,1
1++土休日+15,17:32:00,17:32:00,11_1,12,,0,0,1
1++土休日+15,17:33:00,17:33:00,12_1,13,,0,0,1
1++土休日+15,17:36:00,17:36:00,13_0,14,,0,0,1
1++土休日+15,17:37:00,17:37:00,14_0,15,,0,0,1
1++土休日+15,17:38:00,17:38:00,15_0,16,,0,0,1
1++土休日+15,17:39:00,17:39:00,16_2,17,,0,0,1
1++土休日+15,17:40:00,17:40:00,17_2,18,,0,0,1
1++土休日+15,17:42:00,17:42:00,18_1,19,,0,0,1
1++土休日+15,17:43:00,17:43:00,19_1,20,,0,0,1
1++土休日+15,17:47:00,17:47:00,12_2,21,,0,0,1
1++土休日+15,17:48:00,17:48:00,11_2,22,,0,0,1
1++土休日+15,17:49:00,17:49:00,10_2,23,,0,0,1
1++土休日+15,17:51:00,17:51:00,9_2,24,,0,0,1
1++土休日+15,17:53:00,17:53:00,8_2,25,,0,0,1
1++土休日+15,17:55:00,17:55:00,7_2,26,,0,0,1
1++土休日+15,17:56:00,17:56:00,6_2,27,,0,0,1
1++土休日+15,17:57:00,17:57:00,5_2,28,,0,0,1
1++土休日+15,18:03:00,18:03:00,21_2,29,,0,0,1
1++土休日+15,18:04:00,18:04:00,20_2,30,,0,0,1
1++土休日+15,18:05:00,18:05:00,4_2,31,,0,0,1
1++土休日+15,18:06:00,18:06:00,3_2,32,,0,0,1
1++土休日+15,18:14:00,18:14:00,1_0,33,,1,0,1
1++土休日+16,18:00:00,18:00:00,1_0,1,,0,1,1
1++土休日+16,18:03:00,18:03:00,3_1,2,,0,0,1
1++土休日+16,18:04:00,18:04:00,4_1,3,,0,0,1
1++土休日+16,18:05:00,18:05:00,20_1,4,,0,0,1
1++土休日+16,18:06:00,18:06:00,21_1,5,,0,0,1
1++土休日+16,18:12:00,18:12:00,5_1,6,,0,0,1
1++土休日+16,18:13:00,18:13:00,6_1,7,,0,0,1
1++土休日+16,18:14:00,18:14:00,7_1,8,,0,0,1
1++土休日+16,18:15:00,18:15:00,8_1,9,,0,0,1
1++土休日+16,18:16:00,18:16:00,9_1,10,,0,0,1
1++土休日+16,18:17:00,18:17:00,10_1,11,,0,0,1
1++土休日+16,18:18:00,18:18:00,11_1,12,,0,0,1
1++土休日+16,18:19:00,18:19:00,12_1,13,,0,0,1
1++土休日+16,18:22:00,18:22:00,13_0,14,,0,0,1
1++土休日+16,18:23:00,18:23:00,14_0,15,,0,0,1
1++土休日+16,18:24:00,18:24:00,15_0,16,,0,0,1
1++土休日+16,18:25:00,18:25:00,16_2,17,,0,0,1
1++土休日+16,18:26:00,18:26:00,17_2,18,,0,0,1
1++土休日+16,18:28:00,18:28:00,18_1,19,,0,0,1
1++土休日+16,18:29:00,18:29:00,19_1,20,,0,0,1
1++土休日+16,18:33:00,18:33:00,12_2,21,,0,0,1
1++土休日+16,18:34:00,18:34:00,11_2,22,,0,0,1
1++土休日+16,18:35:00,18:35:00,10_2,23,,0,0,1
1++土休日+16,18:37:00,18:37:00,9_2,24,,0,0,1
1++土休日+16,18:39:00,18:39:00,8_2,25,,0,0,1
1++土休日+16,18:41:00,18:41:00,7_2,26,,0,0,1
1++土休日+16,18:42:00,18:42:00,6_2,27,,0,0,1
1++土休日+16,18:43:00,18:43:00,5_2,28,,0,0,1
1++土休日+16,18:49:00,18:49:00,21_2,29,,0,0,1
1++土休日+16,18:50:00,18:50:00,20_2,30,,0,0,1
1++土休日+16,18:51:00,18:51:00,4_2,31,,0,0,1
1++土休日+16,18:52:00,18:52:00,3_2,32,,0,0,1
1++土休日+16,19:00:00,19:00:00,1_0,33,,1,0,1
1++土休日+17,18:23:00,18:23:00,1_0,1,,0,1,1
1++土休日+17,18:26:00,18:26:00,5_1,6,,0,0,1
1++土休日+17,18:26:00,18:26:00,6_1,7,,0,0,1
1++土休日+17,18:27:00,18:27:00,7_1,8,,0,0,1
1++土休日+17,18:28:00,18:28:00,8_1,9,,0,0,1
1++土休日+17,18:28:00,18:28:00,9_1,10,,0,0,1
1++土休日+17,18:29:00,18:29:00,10_1,11,,0,0,1
1++土休日+17,18:30:00,18:30:00,11_1,12,,0,0,1
1++土休日+17,18:31:00,18:31:00,12_1,13,,0,0,1
1++土休日+17,18:32:00,18:32:00,13_0,14,,0,0,1
1++土休日+17,18:33:00,18:33:00,14_0,15,,0,0,1
1++土休日+17,18:34:00,18:34:00,15_0,16,,0,0,1
1++土休日+17,18:35:00,18:35:00,16_2,17,,0,0,1
1++土休日+17,18:43:00,18:43:00,17_2,18,,1,0,1
1++土休日+18,19:05:00,19:05:00,1_0,1,,0,1,1
1++土休日+18,19:08:00,19:08:00,5_1,6,,0,0,1
1++土休日+18,19:08:00,19:08:00,6_1,7,,0,0,1
1++土休日+18,19:09:00,19:09:00,7_1,8,,0,0,1
1++土休日+18,19:10:00,19:10:00,8_1,9,,0,0,1
1++土休日+18,19:10:00,19:10:00,9_1,10,,0,0,1
1++土休日+18,19:11:00,19:11:00,10_1,11,,0,0,1
1++土休日+18,19:12:00,19:12:00,11_1,12,,0,0,1
1++土休日+18,19:13:00,19:13:00,12_1,13,,0,0,1
1++土休日+18,19:14:00,19:14:00,13_0,14,,0,0,1
1++土休日+18,19:15:00,19:15:00,14_0,15,,0,0,1
1++土休日+18,19:16:00,19:16:00,15_0,16,,0,0,1
1++土休日+18,19:17:00,19:17:00,16_2,17,,0,0,1
1++土休日+18,19:25:00,19:25:00,17_2,18,,1,0,1
